Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Monthly),Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE1 OFFICE ZN:Zone Air Temperature [C](Hourly),ZONE1 OFFICE ZN:Zone Air Relative Humidity [%](Hourly),ZONE2 FINE STORAGE ZN:Zone Air Temperature [C](Hourly),ZONE2 FINE STORAGE ZN:Zone Air Relative Humidity [%](Hourly),ZONE3 BULK STORAGE ZN:Zone Air Temperature [C](Hourly),ZONE3 BULK STORAGE ZN:Zone Air Relative Humidity [%](Hourly),Electricity:Facility [J](TimeStep),Gas:Facility [J](TimeStep) 
 01/03  12:00:00,,4.4,21.100066829723589,29.11978328538984,15.559919656464836,40.304849024856029,11.858044378116887,39.440684023073888,34343809.58865776,25137504.06943389 
 01/03  12:15:00,,4.550000000000001,,,,,,,28577116.902958916,25219105.015050368 
 01/03  12:30:00,,4.7,,,,,,,28577116.902958916,24932899.65081174 
 01/03  12:45:00,,4.85,,,,,,,28577116.902958916,24225153.397163676 
 01/03  13:00:00,,5.0,21.100028828276437,30.19488163043258,15.559914038198773,41.79093880782429,11.839958307577208,40.489128743146689,28577116.902958916,23330774.333658369 
 01/03  13:15:00,,5.15,,,,,,,34343809.58865776,21978251.33732839 
 01/03  13:30:00,,5.3,,,,,,,34711618.48884331,20944014.434968417 
 01/03  13:45:00,,5.449999999999999,,,,,,,34721708.66544875,20466843.83357469 
 01/03  14:00:00,,5.6,21.100028735051536,31.396667564049709,15.559925804125984,43.496807141710068,12.046510144125659,41.233992194677657,35094465.118023578,20256408.18969705 
 01/03  14:15:00,,5.874999999999999,,,,,,,35085563.56032476,20195574.06288632 
 01/03  14:30:00,,6.15,,,,,,,35078603.21536643,20208755.478675844 
 01/03  14:45:00,,6.425000000000001,,,,,,,37041351.39674506,20421021.343163715 
 01/03  15:00:00,,6.7,21.100036761198525,32.948086642753619,15.559910711711808,45.60024778164323,12.204824524375379,42.689165108905729,39740334.28820267,19527543.168546164 
 01/03  15:15:00,,6.550000000000001,,,,,,,39787562.24645201,20310755.87316467 
 01/03  15:30:00,,6.4,,,,,,,39833609.70021763,21310910.52213166 
 01/03  15:45:00,,6.249999999999999,,,,,,,39693153.34201136,22058167.673744587 
 01/03  16:00:00,,6.1,21.10004868000076,34.61413452086655,15.559914461074787,48.036855417296177,12.143886694628622,45.62667862706497,39341439.67927908,22711562.177561895 
 01/03  16:15:00,,5.975,,,,,,,36784765.19943476,26412724.424936974 
 01/03  16:30:00,,5.85,,,,,,,36077583.704690109,25961448.221120374 
 01/03  16:45:00,,5.725,,,,,,,36077583.704690109,25429706.496605837 
 01/03  17:00:00,,5.6,21.10010544948546,35.837726272810687,15.559963742562765,49.295300114793757,12.021284502971654,48.50073521218172,41670561.704690109,25298532.179913586 
 01/03  17:15:00,,5.449999999999999,,,,,,,30394536.830361744,29114468.52270949 
 01/03  17:30:00,,5.3,,,,,,,30394536.830361744,30251512.450323464 
 01/03  17:45:00,,5.15,,,,,,,30394536.830361744,31253304.557933839 
 01/03  18:00:00,,5.0,21.100121422935758,36.13179467206424,15.560028587801933,49.160399522824167,11.81327327691087,50.45725012036715,30394536.830361744,32219584.377648985 
 01/03  18:15:00,,5.0,,,,,,,12737987.035174545,16347384.122282248 
 01/03  18:30:00,,5.0,,,,,,,13062239.89313701,21261409.861493555 
 01/03  18:45:00,,5.0,,,,,,,13062239.89313701,21075305.594937117 
 01/03  19:00:00,,5.0,17.46652010156871,44.94173254632775,15.488601820258183,48.69026144232404,11.47019009737581,52.40963332994337,13062239.89313701,21659304.53058965 
 01/03  19:15:00,,4.85,,,,,,,11765228.461287152,0.0 
 01/03  19:30:00,,4.7,,,,,,,13062239.89313701,21521038.088795797 
 01/03  19:45:00,,4.550000000000001,,,,,,,13062239.89313701,15558210.150117759 
 01/03  20:00:00,,4.4,15.604261561278192,49.3203207537335,15.23081279543761,48.1056503229963,11.23833872834107,53.5280568034098,13062239.89313701,24523426.20246296 
 01/03  20:15:00,,4.125,,,,,,,13062239.89313701,22916616.060502214 
 01/03  20:30:00,,3.85,,,,,,,11765228.461287152,0.0 
 01/03  20:45:00,,3.5749999999999999,,,,,,,13912298.56194769,24192229.13984527 
 01/03  21:00:00,,3.3,15.371705169751817,47.95083925550951,15.216431723013745,45.8930826656047,11.117495096296985,53.652643565460099,13878614.464501212,17493998.29519474 
 01/03  21:15:00,,3.3,,,,,,,13878614.464501212,28148830.341003587 
 01/03  21:30:00,,3.3,,,,,,,13878614.464501212,26413998.32251228 
 01/03  21:45:00,,3.3,,,,,,,11765228.461287152,0.0 
 01/03  22:00:00,,3.3,15.510537747592587,44.28290573221109,15.195658105691637,43.25364400841572,11.010763476314983,53.20200561825756,13878614.464501212,26860303.237671786 
 01/03  22:15:00,,3.3,,,,,,,13878614.464501212,19436654.04953246 
 01/03  22:30:00,,3.3,,,,,,,13878614.464501212,30265226.563347397 
 01/03  22:45:00,,3.3,,,,,,,13878614.464501212,27863056.47509241 
 01/03  23:00:00,,3.3,15.498705980991069,41.30499384768409,15.194948205148304,40.5294882504323,10.914933195147699,52.519151239589877,11765228.461287152,0.0 
 01/03  23:15:00,,3.0249999999999996,,,,,,,13878614.464501212,27889240.220946846 
 01/03  23:30:00,,2.75,,,,,,,13878614.464501212,21969613.981069004 
 01/03  23:45:00,,2.475,,,,,,,13878614.464501212,34137403.17501635 
 01/03  24:00:00,,2.2,15.597845243629895,37.829308590758518,15.551558409481706,36.57076365448782,10.78948592980731,51.405620169744569,13878614.464501212,33210594.718463474 
 01/04  00:15:00,,2.075,,,,,,,10030005.061287152,0.0 
 01/04  00:30:00,,1.9500000000000002,,,,,,,12143391.064501211,31458282.064772346 
 01/04  00:45:00,,1.825,,,,,,,12143391.064501211,23386295.214771026 
 01/04  01:00:00,,1.7,15.451656451346594,34.75356500048057,15.121944657959006,34.05656623002839,10.632154072321086,49.8320461288907,12143391.064501211,34642882.986857388 
 01/04  01:15:00,,1.5499999999999999,,,,,,,12143391.064501211,31600145.729586569 
 01/04  01:30:00,,1.4,,,,,,,10030005.061287152,0.0 
 01/04  01:45:00,,1.25,,,,,,,12143391.064501211,28544147.778679626 
 01/04  02:00:00,,1.1,15.465750654029585,31.817765419566145,15.156488680021143,31.28359701217407,10.639954255695866,47.92007363089249,12143391.064501211,20774767.737590925 
 01/04  02:15:00,,0.9750000000000001,,,,,,,12143391.064501211,33662381.86715657 
 01/04  02:30:00,,0.8500000000000001,,,,,,,12143391.064501211,32773234.629561426 
 01/04  02:45:00,,0.725,,,,,,,10030005.061287152,0.0 
 01/04  03:00:00,,0.6,15.438058517017517,29.597191518844168,15.104263967058051,29.468261861549587,10.595023904945404,46.61810060909867,12168575.76198497,33535476.92637834 
 01/04  03:15:00,,0.29999999999999996,,,,,,,12143391.064501211,28340614.62552768 
 01/04  03:30:00,,0.0,,,,,,,12143391.064501211,40562856.38340834 
 01/04  03:45:00,,-0.29999999999999996,,,,,,,12143391.064501211,39472040.51596137 
 01/04  04:00:00,,-0.6,15.394396306569793,26.769210236552408,15.077626267087421,26.481255919722487,10.301449581186905,45.059810923860528,10030005.061287152,0.0 
 01/04  04:15:00,,-0.725,,,,,,,12175603.793755213,42022291.60531756 
 01/04  04:30:00,,-0.8500000000000001,,,,,,,12143391.064501211,31348619.038966605 
 01/04  04:45:00,,-0.9750000000000001,,,,,,,12143391.064501211,43676357.53182161 
 01/04  05:00:00,,-1.1,15.597931964278152,23.742330562069009,15.513517423824972,22.941153062957097,10.083225041334253,43.0328648031799,12143391.064501211,41704546.46696865 
 01/04  05:15:00,,-1.375,,,,,,,10167301.046538208,411129.5138639419 
 01/04  05:30:00,,-1.6500000000000002,,,,,,,12396053.742749835,41098156.38687842 
 01/04  05:45:00,,-1.9250000000000003,,,,,,,12417983.035003325,32429125.575682835 
 01/04  06:00:00,,-2.2,15.3873061071636,21.98369348231379,15.02793849396478,21.58412705053362,10.001176807461281,40.94845999980671,12417983.035003325,44211327.48130996 
 01/04  06:15:00,,-2.2,,,,,,,14248635.10345492,61495915.41768378 
 01/04  06:30:00,,-2.2,,,,,,,12135249.10024086,5331873.52424709 
 01/04  06:45:00,,-2.2,,,,,,,14248635.10345492,60603381.01024417 
 01/04  07:00:00,,-2.2,19.272309607077337,16.187231240921297,15.018740039971192,20.21693967425049,10.0,39.39050629795328,14248635.10345492,75082379.64853373 
 01/04  07:15:00,,-2.35,,,,,,,30333464.088853055,73100207.34206555 
 01/04  07:30:00,,-2.5,,,,,,,30333464.088853055,71613408.20272686 
 01/04  07:45:00,,-2.6499999999999996,,,,,,,24740486.088853055,70468732.18093902 
 01/04  08:00:00,,-2.8,21.095220636690315,13.550482379958713,15.5602810386466,17.632108904858279,10.0,37.76822242452987,24698567.092424059,68647638.1039603 
 01/04  08:15:00,,-2.6499999999999996,,,,,,,36198472.68828591,60124904.36150573 
 01/04  08:30:00,,-2.5,,,,,,,36160046.94155933,58226547.26062298 
 01/04  08:45:00,,-2.35,,,,,,,36121621.19483275,55973171.55271186 
 01/04  09:00:00,,-2.2,21.100168757210274,13.024187645376344,15.560098229967523,15.552681348394995,10.001102772198424,34.67429015694361,35847029.224330637,54997229.75042936 
 01/04  09:15:00,,-2.2,,,,,,,38930128.49650207,42531349.014708358 
 01/04  09:30:00,,-2.2,,,,,,,38930128.49650207,40593525.26070252 
 01/04  09:45:00,,-2.2,,,,,,,38930128.49650207,38942855.106345098 
 01/04  10:00:00,,-2.2,21.100203135647754,12.991384973542122,15.560041562990204,14.570886496647706,10.116599628066597,31.04735076834268,38930128.49650207,37436946.03908316 
 01/04  10:15:00,,-2.075,,,,,,,38930128.49650207,35905132.47519325 
 01/04  10:30:00,,-1.9500000000000002,,,,,,,38930128.49650207,34351008.92572824 
 01/04  10:45:00,,-1.825,,,,,,,38930128.49650207,32967546.26180257 
 01/04  11:00:00,,-1.7,21.1002054367298,12.945856361469794,15.560032526542809,13.803494229207752,10.347153561940307,27.67556205578562,38930128.49650207,31706947.941572619 
 01/04  11:15:00,,-1.7,,,,,,,38930128.49650207,30827009.957185948 
 01/04  11:30:00,,-1.7,,,,,,,38930128.49650207,30064862.28389038 
 01/04  11:45:00,,-1.7,,,,,,,38930128.49650207,29553992.68096177 
 01/04  12:00:00,,-1.7,21.100185283023849,12.879081025120888,15.560013757367602,13.354884863848016,10.52084562140692,25.09724136060975,38930128.49650207,29211257.021917769 
 01/04  12:15:00,,-1.5499999999999999,,,,,,,33163435.810803228,29023248.175997519 
 01/04  12:30:00,,-1.4,,,,,,,33163435.810803228,28453895.068287497 
 01/04  12:45:00,,-1.25,,,,,,,33163435.810803228,27932476.597922516 
 01/04  13:00:00,,-1.1,21.10014323087773,12.566391859366622,15.560005745114604,13.12826447930488,10.58159055419642,23.312949635725695,33163435.810803228,27433796.759484009 
 01/04  13:15:00,,-1.1,,,,,,,38930128.49650207,26470467.161322245 
 01/04  13:30:00,,-1.1,,,,,,,39530929.88536784,25932887.309200635 
 01/04  13:45:00,,-1.1,,,,,,,39073899.78456057,25546715.722913527 
 01/04  14:00:00,,-1.1,21.10013329929154,12.416994121889083,15.560002368958477,13.03636343003334,10.741021813543505,21.85778930832025,39681191.0141209,25280631.34160161 
 01/04  14:15:00,,-1.1,,,,,,,39672153.39840523,25092222.08292699 
 01/04  14:30:00,,-1.1,,,,,,,39665073.7466999,25000332.559519 
 01/04  14:45:00,,-1.1,,,,,,,38930128.49650207,25157527.698159256 
 01/04  15:00:00,,-1.1,21.1001479174959,12.549399272955686,15.56000130330954,12.993146585536929,10.92429724236308,20.72679971356304,39663811.79192935,25469994.724241459 
 01/04  15:15:00,,-1.1,,,,,,,39672531.439543429,26124211.079512828 
 01/04  15:30:00,,-1.1,,,,,,,39680086.47200663,26866931.059865744 
 01/04  15:45:00,,-1.1,,,,,,,39681889.35908786,27949273.42367945 
 01/04  16:00:00,,-1.1,21.100154428983385,12.694599799211812,15.56000099066908,12.975289664118689,10.974573950647799,20.075974304340638,38968554.24322865,29156906.032279046 
 01/04  16:15:00,,-1.525,,,,,,,36708115.807793,38595022.9975293 
 01/04  16:30:00,,-1.95,,,,,,,36077583.704690109,41227173.557163048 
 01/04  16:45:00,,-2.3749999999999997,,,,,,,36077583.704690109,43816469.77715841 
 01/04  17:00:00,,-2.8,21.10018224560075,12.599274490793,15.560020728606953,12.772951736746734,10.660244850102379,19.975393663273836,41670561.704690109,46810972.17826186 
 01/04  17:15:00,,-2.925,,,,,,,30394536.830361744,51168369.37778048 
 01/04  17:30:00,,-3.05,,,,,,,30394536.830361744,52584965.10728045 
 01/04  17:45:00,,-3.175,,,,,,,30394536.830361744,53626334.63540508 
 01/04  18:00:00,,-3.3,21.100145830680075,11.87851674962324,15.560035908348674,12.220994324265849,10.142027414991118,20.039260098944877,30394536.830361744,54455523.91070173 
 01/04  18:15:00,,-3.4499999999999999,,,,,,,13018096.882061143,37530370.47135495 
 01/04  18:30:00,,-3.5999999999999998,,,,,,,13336831.863639122,49464136.44366755 
 01/04  18:45:00,,-3.75,,,,,,,13336831.863639122,50485439.75213488 
 01/04  19:00:00,,-3.9,17.01284365896685,14.565495140666135,15.431818792046795,12.079739565018368,10.000156012794517,19.84852091560507,13336831.863639122,52594792.55532198 
 01/04  19:15:00,,-4.025,,,,,,,12039820.431789265,17254014.294323565 
 01/04  19:30:00,,-4.15,,,,,,,14153206.435003324,59425642.02266131 
 01/04  19:45:00,,-4.275,,,,,,,14153206.435003324,49403714.5413011 
 01/04  20:00:00,,-4.4,15.546173272759902,15.187433076567942,15.016315432016118,12.322308498170255,10.000000000000004,19.588415074680989,14153206.435003324,60500605.18670076 
 01/04  20:15:00,,-4.550000000000001,,,,,,,14153206.435003324,60614735.81887373 
 01/04  20:30:00,,-4.7,,,,,,,12039820.431789265,20654409.130971999 
 01/04  20:45:00,,-4.85,,,,,,,14153206.435003324,65482428.195773269 
 01/04  21:00:00,,-5.0,15.449674331049469,14.351588646557854,15.001975165871233,12.225258496699782,10.000000000000002,19.268094974592274,14153206.435003324,56552247.14741822 
 01/04  21:15:00,,-5.15,,,,,,,14153206.435003324,69945823.05741118 
 01/04  21:30:00,,-5.3,,,,,,,14153206.435003324,69518891.54719949 
 01/04  21:45:00,,-5.449999999999999,,,,,,,12039820.431789265,26616778.42132385 
 01/04  22:00:00,,-5.6,15.416662458219179,13.647294049948244,14.972984352502803,12.13124209196769,10.000000000000004,18.956744066018744,14161960.772294768,74123373.12478945 
 01/04  22:15:00,,-5.674999999999999,,,,,,,14153206.435003324,63850204.27863577 
 01/04  22:30:00,,-5.75,,,,,,,14153206.435003324,76662294.8025217 
 01/04  22:45:00,,-5.825000000000001,,,,,,,14153206.435003324,75409964.7972712 
 01/04  23:00:00,,-5.9,15.40276230684776,13.098432775285719,15.021969518343849,11.99587569303379,10.000000000000007,18.680325261951677,12039820.431789265,30017625.94556679 
 01/04  23:15:00,,-5.950000000000001,,,,,,,14166243.529380532,77765471.61489123 
 01/04  23:30:00,,-6.0,,,,,,,14153206.435003324,67054614.43294002 
 01/04  23:45:00,,-6.049999999999999,,,,,,,14153206.435003324,79435200.56411726 
 01/04  24:00:00,,-6.1,15.597262776642216,12.551540890693865,15.49514119348288,11.560662820365878,10.000000000000009,18.452862298223875,14153206.435003324,77783325.91883165 
 01/05  00:15:00,,-6.1,,,,,,,10304597.031789266,32152522.95722618 
 01/05  00:30:00,,-6.1,,,,,,,12434344.486971703,81749426.38821782 
 01/05  00:45:00,,-6.1,,,,,,,12417983.035003325,72450548.07285485 
 01/05  01:00:00,,-6.1,15.385190832539636,12.449678688481902,14.946348368449373,11.974555038967166,10.000000000000004,18.256981874394133,12417983.035003325,85930252.86216936 
 01/05  01:15:00,,-6.249999999999999,,,,,,,12417983.035003325,86096524.97015211 
 01/05  01:30:00,,-6.4,,,,,,,10304597.031789266,38298218.76681458 
 01/05  01:45:00,,-6.550000000000001,,,,,,,12448746.427272954,91508233.77916007 
 01/05  02:00:00,,-6.7,15.365939813908888,12.191605363538346,14.90530432603395,11.926532669125879,10.000000000000009,18.034965701904964,12417983.035003325,94455035.9238553 
 01/05  02:15:00,,-6.7,,,,,,,12417983.035003325,91440692.12570128 
 01/05  02:30:00,,-6.7,,,,,,,12417983.035003325,86250916.45517704 
 01/05  02:45:00,,-6.7,,,,,,,10304597.031789266,34367438.900345358 
 01/05  03:00:00,,-6.7,15.371399083905672,11.888878325706749,14.943144006285547,11.713285300868352,10.000000000000004,17.805349680707658,12447549.354736055,79477383.20399979 
 01/05  03:15:00,,-6.825,,,,,,,12417983.035003325,70109082.99736098 
 01/05  03:30:00,,-6.95,,,,,,,12417983.035003325,83487812.77192874 
 01/05  03:45:00,,-7.075,,,,,,,12417983.035003325,82354487.2513323 
 01/05  04:00:00,,-7.2,15.368167755604205,11.64524610085861,15.010593312006633,11.537620604955034,10.000000000000009,17.609946021184144,10304597.031789266,34591969.26436063 
 01/05  04:15:00,,-7.3500000000000009,,,,,,,12448391.317941742,84302456.45747414 
 01/05  04:30:00,,-7.5,,,,,,,12417983.035003325,77400446.91833455 
 01/05  04:45:00,,-7.6499999999999999,,,,,,,12417983.035003325,91358958.26577595 
 01/05  05:00:00,,-7.8,15.60074901877712,11.279887509824082,15.486447637956003,11.066110689937075,10.00000000000001,17.42210755897092,12417983.035003325,91458387.25550422 
 01/05  05:15:00,,-7.8,,,,,,,10304597.031789266,40514996.237715218 
 01/05  05:30:00,,-7.8,,,,,,,12451403.078768602,92072352.0308367 
 01/05  05:45:00,,-7.8,,,,,,,12417983.035003325,94421030.3525042 
 01/05  06:00:00,,-7.8,15.345749242523514,11.322347866007386,14.901652193315567,11.42461874245158,10.000000000000006,17.25040596688463,12417983.035003325,94919230.69435007 
 01/05  06:15:00,,-7.8,,,,,,,14248635.10345492,109701404.50296112 
 01/05  06:30:00,,-7.8,,,,,,,12135249.10024086,41437299.232629928 
 01/05  06:45:00,,-7.8,,,,,,,14248635.10345492,105524789.84497422 
 01/05  07:00:00,,-7.8,19.017953128843709,9.003257930438375,14.882966626754959,11.365717484441117,10.0,17.12010254098781,14248635.10345492,117147651.23659677 
 01/05  07:15:00,,-7.8,,,,,,,30333464.088853055,114189465.47729431 
 01/05  07:30:00,,-7.8,,,,,,,30333464.088853055,107471569.57454703 
 01/05  07:45:00,,-7.8,,,,,,,24740486.088853055,100116418.57389587 
 01/05  08:00:00,,-7.8,21.049676798113219,7.947406021628554,15.556731889953907,10.828548630658418,10.000000000000004,17.01509101442396,24698567.092424059,92767086.2752802 
 01/05  08:15:00,,-7.5249999999999999,,,,,,,36198472.68828591,78693725.76575348 
 01/05  08:30:00,,-7.25,,,,,,,36160046.94155933,71291933.34078129 
 01/05  08:45:00,,-6.9750000000000009,,,,,,,36121621.19483275,64999520.87640919 
 01/05  09:00:00,,-6.7,21.100111166877107,8.543816496584207,15.559975693301574,11.03031505032123,10.000000000000002,16.9322402694646,36121621.19483275,59256854.54944506 
 01/05  09:15:00,,-6.275,,,,,,,39204720.46700419,45875224.48650808 
 01/05  09:30:00,,-5.85,,,,,,,38930128.49650207,42629581.10061513 
 01/05  09:45:00,,-5.425,,,,,,,38930128.49650207,40859286.65080493 
 01/05  10:00:00,,-5.0,21.10015179342132,9.465187780867652,15.559969299733219,11.43867326204632,10.028525465377438,16.9224726565156,38930128.49650207,39285649.71328825 
 01/05  10:15:00,,-4.575,,,,,,,38930128.49650207,37453041.78557302 
 01/05  10:30:00,,-4.15,,,,,,,38930128.49650207,35750909.24339086 
 01/05  10:45:00,,-3.7249999999999998,,,,,,,38930128.49650207,33778011.59954148 
 01/05  11:00:00,,-3.3,21.100143564568194,10.31681345164599,15.559966663517582,11.99326358867759,10.254856871057882,16.86223254437348,38930128.49650207,31725415.489210927 
 01/05  11:15:00,,-3.0249999999999996,,,,,,,38930128.49650207,29866579.576910508 
 01/05  11:30:00,,-2.75,,,,,,,38930128.49650207,28082244.6877204 
 01/05  11:45:00,,-2.475,,,,,,,38930128.49650207,26828306.427051188 
 01/05  12:00:00,,-2.2,21.10013462851591,11.08454692373152,15.559977460270823,12.581827219989498,10.65384199114461,16.69240596236228,38930128.49650207,25859699.51509006 
 01/05  12:15:00,,-2.2,,,,,,,33163435.810803228,25720495.74721518 
 01/05  12:30:00,,-2.2,,,,,,,33163435.810803228,25266018.38297762 
 01/05  12:45:00,,-2.2,,,,,,,33163435.810803228,24911156.634817736 
 01/05  13:00:00,,-2.2,21.100116450387075,11.43498680274436,15.559992423763728,12.903858570712377,10.88032269618559,16.63816692425896,33163435.810803228,24620374.501417489 
 01/05  13:15:00,,-2.075,,,,,,,38930128.49650207,24458347.109407009 
 01/05  13:30:00,,-1.9500000000000002,,,,,,,39674233.25425962,24731682.267809959 
 01/05  13:45:00,,-1.825,,,,,,,38930128.49650207,24894021.29444968 
 01/05  14:00:00,,-1.7,21.10012196264798,11.736901410126258,15.55999537500016,13.00739060875793,11.00302347279475,16.64185881681457,39681607.00184477,25030399.496245628 
 01/05  14:15:00,,-1.7,,,,,,,39672439.32749388,24982095.726808944 
 01/05  14:30:00,,-1.7,,,,,,,39665232.96844029,25005862.3930959 
 01/05  14:45:00,,-1.7,,,,,,,38930128.49650207,25394131.85666145 
 01/05  15:00:00,,-1.7,21.100139870075176,12.177809127049719,15.559997682038912,13.13495214335286,10.991033268999026,16.84320083414535,39664132.88291872,25998247.031683729 
 01/05  15:15:00,,-1.7,,,,,,,39672774.50722024,26470324.480551356 
 01/05  15:30:00,,-1.7,,,,,,,39680265.958500247,27004925.23854816 
 01/05  15:45:00,,-1.7,,,,,,,39682061.10519069,27959927.61431527 
 01/05  16:00:00,,-1.7,21.10015155254527,12.470501639894028,15.56000447570739,13.059147750621565,10.963677959712527,16.968743771404396,39286428.03618301,29069544.431558916 
 01/05  16:15:00,,-2.0999999999999998,,,,,,,36409187.678362209,35887122.01850104 
 01/05  16:30:00,,-2.5,,,,,,,36077583.704690109,37439896.915930289 
 01/05  16:45:00,,-2.8999999999999996,,,,,,,36077583.704690109,38836855.207616 
 01/05  17:00:00,,-3.3,21.100181265888865,12.60763619865173,15.560017200659513,12.887513538217322,10.76853023993824,17.22897295855563,41670561.704690109,40620626.603188518 
 01/05  17:15:00,,-3.5749999999999999,,,,,,,30394536.830361744,44774387.60552782 
 01/05  17:30:00,,-3.85,,,,,,,30394536.830361744,45953077.24438053 
 01/05  17:45:00,,-4.125,,,,,,,30394536.830361744,46726469.03719187 
 01/05  18:00:00,,-4.4,21.1001707325674,12.293528206523654,15.560016816606432,12.6314340104345,10.39482246783336,17.635468349583016,30394536.830361744,47274204.64454114 
 01/05  18:15:00,,-4.4,,,,,,,12737987.035174545,22753384.89126106 
 01/05  18:30:00,,-4.4,,,,,,,13062239.89313701,30039000.268833668 
 01/05  18:45:00,,-4.4,,,,,,,13062239.89313701,28971705.895632268 
 01/05  19:00:00,,-4.4,17.506089893812545,15.023779223910584,15.452171086680299,12.705402975284353,10.141843705322565,17.93623760050525,13062239.89313701,29293908.686345869 
 01/05  19:15:00,,-4.4,,,,,,,11810993.78970417,524479.197968497 
 01/05  19:30:00,,-4.4,,,,,,,13199535.878388066,30844333.16923515 
 01/05  19:45:00,,-4.4,,,,,,,13336831.863639122,35498269.802752647 
 01/05  20:00:00,,-4.4,15.623976341578178,16.678851646556298,15.12212599954935,13.054333255990393,10.008194484612094,18.136234480033033,13336831.863639122,37913537.64495195 
 01/05  20:15:00,,-4.4,,,,,,,13336831.863639122,35434284.974531468 
 01/05  20:30:00,,-4.4,,,,,,,12876953.964066083,8026411.615530662 
 01/05  20:45:00,,-4.4,,,,,,,14153206.435003324,35334193.57111808 
