Date/Time,InteriorEquipment:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Pumps:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ElectricityPurchased:Facility [J](Hourly),ExteriorLights:Electricity [J](Hourly),WaterSystems:Electricity [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),Cooling:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly) 
 01/07  12:00:00,897401134.4,0,354011308.9,2672173897,100434693.3,504393199.1,2672173897,412800789.2,187349.8661,2672173897,731579478.9,1864503556,1216169553,11224808.53,187349.8661
 01/07  13:00:00,897401134.4,0,354540240.9,2533664518,100316039.4,504975113.7,2533664518,300754860.7,0,2533664518,707433045.3,1785946351,1165371454,11446121.62,0
 01/07  14:00:00,897401134.4,0,355215159.3,2517633721,100240998.9,505075719.7,2517633721,300754860.7,187362.6532,2517633721,690920387.2,1764877499,1137571389,11695335.63,187362.6532
 01/07  15:00:00,897401134.4,0,355834508,2501557841,100144214.3,505286597.8,2501557841,300754860.7,0,2501557841,674682059.2,1696504258,1095369137,11913949.77,0
 01/07  16:00:00,897401134.4,0,356196157.1,2482456954,100097257.5,506170363.6,2482456954,300754860.7,187346.1237,2482456954,654395815.1,1560150002,1080136507,12058188.77,187346.1237
 01/07  17:00:00,897401134.4,0,356762010.2,2473003103,99991816.33,506923736.2,2473003103,312534060.7,187358.9235,2473003103,632246536.9,1473279657,1030914544,12308484.88,187358.9235
 01/07  18:00:00,897401134.4,917451.7374,353018646.1,2337031754,99794328.59,506923736.2,2337031754,194545653.3,0,2337031754,614782819.3,1346734649,933623114.4,12160066.31,0
 01/07  19:00:00,552246851.9,0,325720716.8,1658895626,100332042.7,259340046.8,1658895626,165059882.6,187342.38,1658895626,560158112.1,1506514683,1254851862,11257153.04,187342.38
 01/07  20:00:00,552246851.9,0,321342472.2,1661378233,100154878.9,259340046.8,1661378233,165059882.6,0,1661378233,561728124.7,1573063016,1346580507,10845865.21,0
 01/07  21:00:00,552246851.9,0,319719453.4,1648853693,100211211.6,259340046.8,1648853693,165059882.6,187355.1925,1648853693,549255449.3,1624567817,1386412881,10680250.63,187355.1925
 01/07  22:00:00,552246851.9,0,318772433.2,1637865126,100233928.8,259340046.8,1637865126,165059882.6,187338.6481,1637865126,539207416.2,1630781644,1404299134,10558927.61,187338.6481
 01/07  23:00:00,552246851.9,0,317938596.1,1636762627,100262893.2,259340046.8,1636762627,165059882.6,0,1636762627,539620335.3,1649850070,1423367560,10474392.47,0
 01/07  24:00:00,552246851.9,0,317191389.2,1648355617,100379888.2,259340046.8,1648355617,165059882.6,187351.4732,1648355617,548372493.3,1713950538,1487468028,10211877.15,187351.4732
 01/08  01:00:00,492977197.9,0,288483482.4,1541402851,100562513.6,240177617.3,1541402851,165059882.6,65260.10827,1541402851,523186588.6,1750444587,1577938735,9834016.421,65260.10827
 01/08  02:00:00,492977197.9,0,287554319.5,1541336017,100595902.2,240177617.3,1541336017,165059882.6,122049.5786,1541336017,523187488.4,1769318599,1585140352,9705980.922,122049.5786
 01/08  03:00:00,492977197.9,0,286785093.6,1541314647,100633399,240177617.3,1541314647,165059882.6,187347.7392,1541314647,523091224.2,1769576098,1597070246,9691013.664,187347.7392
 01/08  04:00:00,492977197.9,0,286251946.8,1542604402,100556058.4,240177617.3,1542604402,165059882.6,0,1542604402,524469878.7,1724854427,1552348575,9877645.409,0
 01/08  05:00:00,492977197.9,0,285691874.9,1545610716,100526504.9,240177617.3,1545610716,165059882.6,187360.5335,1545610716,525460718,1713446059,1540940207,9987047.475,187360.5335
 01/08  06:00:00,492977197.9,0,285169103.3,1545041062,100553085.1,240177617.3,1545041062,165059882.6,187343.9997,1545041062,524978302.3,1731486817,1558980965,9994574.429,187343.9997
 01/08  07:00:00,492977197.9,0,284722292,1532987463,100575947,240177617.3,1532987463,165059882.6,0,1532987463,513476734.4,1757665945,1573487730,9992233.511,0
 01/08  08:00:00,492977197.9,0,307407758.4,1525018105,100596477.2,240175101.8,1525018105,141501482.6,187356.8067,1525018105,529675302.1,1758242273,1585736421,9989639.931,187356.8067
 01/08  09:00:00,709830969.8,0,319807982.3,1966703692,100541903.7,347550129.1,1966703692,235886165.3,0,1966703692,552777393.2,1774830728,1390570220,9973252.874,0
 01/08  10:00:00,709830969.8,0,321662791.4,1985620980,100571402.9,347286532.9,1985620980,235886165.3,187340.2643,1985620980,571868561.6,1805022771,1418969131,9814709.959,187340.2643
 01/08  11:00:00,709830969.8,0,322743772.9,2018199623,100684648.1,347146084.6,2018199623,235886165.3,187353.084,2018199623,604802142.5,1876519304,1482711557,9492344.696,187353.084
 01/08  12:00:00,709830969.8,0,324122386.3,2066592191,100904897.5,347113487.6,2066592191,235886165.3,0,2066592191,650923482.4,1982083710,1589349144,8974476.055,0
 01/08  13:00:00,709830969.8,0,325375034.2,2089648222,101118939.3,347113487.6,2089648222,235886165.3,187336.5353,2089648222,676865746.7,2057768330,1673525687,8523021.638,187336.5353
 01/08  14:00:00,709830969.8,0,326179612.5,2097176505,100897020.1,347113487.6,2097176505,235886165.3,0,2097176505,684500403.7,1917579430,1533299047,8837079.202,0
 01/08  15:00:00,709830969.8,0,325699039.7,2132253208,101000473.1,347113487.6,2132253208,235886165.3,187349.3677,2132253208,719483466.8,1964621588,1578550854,8651286.193,187349.3677
 01/08  16:00:00,709830969.8,0,325008432,2176123787,101435399.8,347113487.6,2176123787,235886165.3,187362.1565,2176123787,763633677.8,2002241663,1765138552,7966654.707,187362.1565
 01/08  17:00:00,492977197.9,0,310994163.4,1793719123,101885524.5,240072178.3,1793719123,129722282.6,0,1793719123,811759311.5,2234366196,2061860343,7511044.476,0
 01/08  18:00:00,492977197.9,0,308914291.3,1826640631,102453568.3,240177617.3,1826640631,165059882.6,187345.6248,1826640631,809096095.6,2390464891,2217959039,6964271.574,187345.6248
 01/08  19:00:00,492977197.9,0,308034190.4,1824563134,102919732.1,240177617.3,1824563134,165059882.6,0,1824563134,807248397,2479137666,2306631814,6471999.671,0
 01/08  20:00:00,492977197.9,0,307351874.9,1849281560,103461144.3,240177617.3,1849281560,165059882.6,187358.4262,1849281560,830113998.7,2591975823,2419469971,5850681.036,187358.4262
 01/08  21:00:00,492977197.9,0,305876217.7,1857077342,103845943.9,240177617.3,1857077342,165059882.6,187341.8883,1857077342,838185821.7,2647195821,2463017541,5313426.396,187341.8883
 01/08  22:00:00,492977197.9,0,304391774.9,1858023702,104064310.5,240177617.3,1858023702,165059882.6,0,1858023702,840309715,2650718256,2478212404,4924492.856,0
 01/08  23:00:00,492977197.9,0,303153799.8,1856183882,104308619.9,240177617.3,1856183882,165059882.6,187354.7024,1856183882,839710462.5,2696716479,2524210626,4525168.783,187354.7024
 01/08  24:00:00,492977197.9,0,302538401.1,1863449071,104435148.3,240177617.3,1863449071,165059882.6,187338.157,1863449071,844138579.1,2714905523,2542399671,4407089.702,187338.157
 01/09  01:00:00,552246851.9,0,282996285.9,1920835830,104362790,259340046.8,1920835830,165059882.6,0,1920835830,826005487.9,2740008579,2513526069,4399261.024,0
 01/09  02:00:00,552246851.9,0,282697443.9,1922975007,104578919.7,259340046.8,1922975007,165059882.6,187350.9838,1922975007,827710022.2,2817929388,2579774481,4413496.663,187350.9838
 01/09  03:00:00,552246851.9,0,282441970.5,1928130828,104758708.3,259340046.8,1928130828,165059882.6,0,1928130828,832889570.6,2855355293,2628872784,4397359.037,0
 01/09  04:00:00,552246851.9,4479967.299,282011388.1,1915045775,80542665.48,259340046.8,1915045775,165059882.6,187341.761,1915045775,844921844.4,2944359096,2717876586,3310596.158,187341.761
 01/09  05:00:00,552246851.9,8482942.266,281854529.3,1847887360,7170585.289,259340046.8,1847887360,165059882.6,187347.2431,1847887360,852689940.2,2979837618,2753355108,0,187347.2431
 01/09  06:00:00,552246851.9,11320089.32,281781693,1852519045,7295183.715,259340046.8,1852519045,165059882.6,0,1852519045,857498443.1,3015828126,2789345617,0,0
 01/09  07:00:00,552246851.9,12827579.41,281750888.5,1855670356,7517245.242,259340046.8,1855670356,165059882.6,187360.0391,1855670356,860621601.2,3131364713,2893209839,0,187360.0391
 01/09  08:00:00,966431990.9,11848899.02,322985768.2,2656005647,7306324.177,412564017.5,2656005647,318416106.6,0,2656005647,939939775.6,3104636578,2716224096,0,0
 01/09  09:00:00,1242555417,3705674.633,357754407.3,3546555394,96438402.22,740760726.3,3546555394,443049039.9,187363.0429,3546555394,1005846892,3137740846,2387443169,4834696.962,187363.0429
 01/09  10:00:00,1242555417,0,366869524.8,3720144863,103960898.1,739134503.3,3720144863,589715413.2,187356.3045,3720144863,1025029579,3099817699,2152313749,6576702.574,187356.3045
 01/09  11:00:00,1242555417,0,372022699.7,3733485077,103238546.6,738230849.5,3733485077,589715413.2,0,3733485077,1039256647,2909738872,1920849680,7453943.641,0
 01/09  12:00:00,1242555417,0,374838639.7,3729758516,102210175.1,738230849.5,3729758516,589715413.2,187339.7706,3729758516,1032152779,2611019048,1606805953,8763949.27,187339.7706
 01/09  13:00:00,1242555417,0,379568205.6,3595241745,101576937.8,737057359.9,3595241745,443049039.9,0,3595241745,1048223228,2399840759,1431061707,9669633.225,0
 01/09  14:00:00,1242555417,0,382109014.1,3756988181,101029961.8,737057359.9,3756988181,589715413.2,187352.5919,3756988181,1062747641,2248210071,1254989467,10555029.25,187352.5919
 01/09  15:00:00,1242555417,0,381064193.9,3756822141,100765575.1,737057359.9,3756822141,589715413.2,187321.0897,3756822141,1062298491,2184375359,1177829229,11077136.03,187321.0897
 01/09  16:00:00,1242555417,0,377107995,3754135844,100769127.7,737057359.9,3754135844,589715413.2,0,3754135844,1059620620,2032435935,1201019772,11232115.62,0
 01/09  17:00:00,828370277.9,0,354913063.2,2898792056,102026165.5,335214062.7,2898792056,601494613.2,187363.52,2898792056,1010460714,2338055914,1730355775,9984202.96,187363.52
 01/09  18:00:00,828370277.9,0,347452162.1,2938357120,102874421.8,335989764.6,2938357120,636832213.2,0,2938357120,1014635728,2541649919,2019305909,8691940.132,0
 01/09  19:00:00,828370277.9,50931.7954,341853497.9,2575302419,102650161.7,335989764.6,2575302419,353768814.9,187361.6574,2575302419,935407901,2320107767,1904357638,7984486.93,187361.6574
 01/09  20:00:00,828370277.9,0,340861517.1,2567108987,102920000.1,335989764.6,2567108987,353768814.9,187345.1432,2567108987,925431799.8,2408999898,1996078551,7746441.145,187345.1432
 01/09  21:00:00,828370277.9,0,339512248.9,2572629904,103384501,335989764.6,2572629904,353768814.9,0,2572629904,931325970.3,2565577717,2141065772,7214374.482,0
 01/09  22:00:00,828370277.9,0,338760647.1,2430904463,103678201,335989764.6,2430904463,212237115.7,187357.9464,2430904463,931795351.9,2551595801,2191966987,6905755.944,187357.9464
 01/09  23:00:00,828370277.9,0,337590751.5,2380495809,103409535,335989764.6,2380495809,165059882.6,187341.4074,2380495809,930180173.4,2514695340,2180259516,6828268.12,187341.4074
 01/09  24:00:00,552246851.9,0,316429378.3,1977059213,103890189.5,259340046.8,1977059213,165059882.6,0,1977059213,878091149.8,2560707747,2334225238,5864521.757,0
 01/10  01:00:00,552246851.9,0,290166150.8,1920794144,79735384.91,259340046.8,1920794144,165059882.6,187354.222,1920794144,850917841.7,2670437530,2443955020,3669350.23,187354.222
 01/10  02:00:00,552246851.9,0,288825546.7,1914870658,79894977.92,259340046.8,1914870658,165059882.6,0,1914870658,845425659,2730744468,2492589559,3287623.1,0
 01/10  03:00:00,552246851.9,0,288159048.1,1910795710,79937529.6,259340046.8,1910795710,165059882.6,187337.6756,1910795710,841114794.1,2734976543,2508494034,3309915.333,187337.6756
 01/10  04:00:00,552246851.9,0,287589713.4,1912542029,79971527.13,259340046.8,1912542029,165059882.6,187350.5041,1912542029,842840132.7,2750365813,2523883303,3310818.568,187350.5041
 01/10  05:00:00,552246851.9,0,287274266.1,1945284061,104412222.8,259340046.8,1945284061,165059882.6,0,1945284061,841380900.1,2731932535,2505450026,4399918.357,0
 01/10  06:00:00,552246851.9,1032580.436,286559832.2,1946296146,104584124.5,259340046.8,1946296146,165059882.6,187363.289,1946296146,843724400.1,2793586059,2567103549,4396808.873,187363.289
 01/10  07:00:00,552246851.9,0,286536559.5,1839345773,6459458.146,259340046.8,1839345773,165059882.6,0,1839345773,842609243.4,2780155437,2542000560,0,0
 01/10  08:00:00,966431990.9,0,333625202.7,2740732516,96214116.13,412387939.7,2740732516,318416106.6,187356.5344,2740732516,930950916.2,2796352769,2385020657,4680898.017,187356.5344
 01/10  09:00:00,1242555417,0,370308534.4,3555359364,102925950.8,740331529.6,3555359364,443049039.9,187359.562,3555359364,1006020793,2721193010,1861256390,7297729.003,187359.562
 01/10  10:00:00,1242555417,0,377017733.5,3720327719,101769044.4,739766520.8,3720327719,589715413.2,0,3720327719,1023995187,2444773075,1495893103,9435188.887,0
 01/10  11:00:00,1242555417,0,381930327,3732036997,101013894.2,739766520.8,3732036997,589715413.2,187357.6993,3732036997,1035117155,2239292162,1249911691,10546836.19,187357.6993
 01/10  12:00:00,1242555417,0,389337138,3753158914,100332631.8,738750585.5,3753158914,589715413.2,0,3753158914,1054004572,1999403657,994887281.8,11761225.8,0
 01/10  13:00:00,1242555417,0,390500442.1,3603746989,99880958.23,737937477.1,3603746989,443049039.9,187355.8419,3603746989,1054326104,1785800310,816543920.1,12611536.06,187355.8419
 01/10  14:00:00,1242555417,0,391947190.5,3758739252,99685194.14,737057359.9,3758739252,589715413.2,187339.2988,3758739252,1063249417,1745401020,741503592.7,13064783.54,187339.2988
 01/10  15:00:00,1242555417,0,392707474,3767048646,99629048.51,737057359.9,3767048646,589715413.2,0,3767048646,1071453413,1736021319,728134140.4,13393378.76,0
 01/10  16:00:00,1242555417,0,391094432.1,3760553280,99684066.21,737057359.9,3760553280,589715413.2,187352.1217,3760553280,1064499641,1599727729,768443586.7,13592989.27,187352.1217
 01/10  17:00:00,828370277.9,0,362003647.2,2879485930,100650496.1,335153694.9,2879485930,601494613.2,124451.9734,2879485930,990432371.1,1854644376,1256047591,12133124.49,124451.9734
 01/10  18:00:00,828370277.9,0,352921475.2,2900158720,101394575,335989764.6,2900158720,636832213.2,62859.62253,2900158720,975773090.8,2105526350,1582708484,10706536.43,62859.62253
 01/10  19:00:00,828370277.9,77472.86632,346475987.4,2537629718,101167446.5,335989764.6,2537629718,353768814.9,187363.0393,2537629718,896888699.7,1886453273,1469987575,10250209.8,187363.0393
 01/10  20:00:00,828370277.9,0,344867750.4,2513366383,101194248.9,335989764.6,2513366383,353768814.9,0,2513366383,872741434.1,1906038415,1493077009,10305867.65,0
 01/10  21:00:00,828370277.9,0,342976998.3,2508734695,101212572.7,335989764.6,2508734695,353768814.9,187361.1794,2508734695,867893527.4,1937575124,1513085496,10323152.19,187361.1794
 01/10  22:00:00,828370277.9,0,341986110.9,2371753031,101366837.6,335989764.6,2371753031,212237115.7,187344.6469,2371753031,873036795.8,1948600337,1589023101,10038869.38,187344.6469
 01/10  23:00:00,828370277.9,0,340598019.8,2326616319,101154285.5,335989764.6,2326616319,165059882.6,0,2326616319,875659535.1,1967363818,1632927994,9861928.475,0
 01/10  24:00:00,552246851.9,0,323750329,1931814317,101690757.5,259340046.8,1931814317,165059882.6,187357.4505,1931814317,831686945,2081906466,1855423957,8991980.435,187357.4505
 01/11  01:00:00,552246851.9,0,298403499,1896932511,101878803.4,259340046.8,1896932511,165059882.6,0,1896932511,800336384.3,2128540326,1902057817,8386852.696,0
 01/11  02:00:00,552246851.9,0,297010366.4,1888941674,101950000.2,259340046.8,1888941674,165059882.6,187340.9106,1888941674,792284241,2146565607,1908410695,8212939.195,187340.9106
 01/11  03:00:00,552246851.9,0,295935315.8,1878303628,102009207.4,259340046.8,1878303628,165059882.6,187353.7281,1878303628,781747365,2145176399,1918693890,8070134.436,187353.7281
 01/11  04:00:00,552246851.9,0,295140190.1,1872084601,102049582.4,259340046.8,1872084601,165059882.6,0,1872084601,775806635.7,2152751149,1926268640,7953659.18,0
 01/11  05:00:00,552246851.9,0,294299107.9,1880219652,102105864.2,259340046.8,1880219652,165059882.6,187337.1807,1880219652,782076970.9,2170146511,1943664001,7830010.279,187337.1807
 01/11  06:00:00,552246851.9,0,293647057.1,1874663071,101976644.5,259340046.8,1874663071,165059882.6,0,1874663071,776827342.9,2118658468,1892175958,7965386.628,0
 01/11  07:00:00,552246851.9,0,293079352.2,1864378137,101909043.8,259340046.8,1864378137,165059882.6,187350.0109,1864378137,766773334.3,2118235914,1880081034,8005523.488,187350.0109
 01/11  08:00:00,966431990.9,0,339951102.6,2656472319,101587242.3,412614327.5,2656472319,318416106.6,187362.7948,2656472319,836835277.5,2041406315,1627381277,8891230.025,187362.7948
 01/11  09:00:00,1242555417,0,368031358.7,3435104203,100850533.8,741168236.7,3435104203,443049039.9,0,3435104203,883785038.9,2175764579,1317899501,10661469.94,0
 01/11  10:00:00,1242555417,0,371996858,3574703196,100505657.8,739473154.6,3574703196,589715413.2,187360.9165,3574703196,877293741.4,2122862019,1174764124,11841881.85,187360.9165
 01/11  11:00:00,1242555417,0,373734454.4,3545794587,100140377.7,738230849.5,3545794587,589715413.2,0,3545794587,849316930.4,1997902947,1008024267,12665539.28,0
 01/11  12:00:00,1242555417,0,374807192.6,3521081522,99896251.3,737057359.9,3521081522,589715413.2,187359.0592,3521081522,822333524.6,1905376426,898315239.1,13281668.02,187359.0592
 01/11  13:00:00,1242555417,0,375219923.6,3388510225,99674370,737057359.9,3388510225,443049039.9,187342.5225,3388510225,838820963.3,1761947251,794179459.4,13937886.46,187342.5225
 01/11  14:00:00,1242555417,0,375365655.1,3537867199,99646809.24,737396005,3537867199,589715413.2,0,3537867199,841134678.4,1807389557,793703740.9,14171712.42,0
 01/11  15:00:00,1242555417,0,376017030.5,3523002749,99754075.25,737102632.6,3523002749,589715413.2,187355.3345,3523002749,816587193.8,1868993455,859926229.2,23833967.36,187355.3345
 01/11  16:00:00,1242555417,0,376011446.6,3513871574,99883114.9,740242853,3513871574,589715413.2,187338.7903,3513871574,805030462.2,1767108694,936118051.2,22972179.49,187338.7903
